Kode HS,Deskripsi HS,Negara Tujuan Ekspor,Periode,Berat (Kg),Nilai (USD)
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Srilanka,201904,2470,34174
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Srilanka,201907,2225,23940
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Srilanka,201908,2630,29654
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Srilanka,202002,2525,37054
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Srilanka,202005,3130,33345
30049030,Antiseptics,Bangladesh,202007,36,21.6
30049030,Antiseptics,Bolivia,202007,20850,81676
30049030,Antiseptics,Cina,201901,52,174.43
30049030,Antiseptics,Cina,202002,30441.6,72588.2
30049030,Antiseptics,Denmark,201904,100,3404.527
30049030,Antiseptics,Fed. Micronesia,202007,70.2,517.5
30049030,Antiseptics,Hongkong,201902,15.75,528
30049030,Antiseptics,Hongkong,201908,15.411,528
30049030,Antiseptics,Hongkong,202002,15256.67,54368.82
30049030,Antiseptics,Hongkong,202003,28235,133501.2
30049030,Antiseptics,Inggris,202006,39188.16,246826.81
30049030,Antiseptics,Kamboja,202002,5923.5,27911.34
30049030,Antiseptics,Maladewa,202007,207.36,1448.6
30049030,Antiseptics,Malaysia,201902,3939.44,51967.713
30049030,Antiseptics,Malaysia,201903,4610.53,27019.77
30049030,Antiseptics,Malaysia,201907,369.36,2326.32
30049030,Antiseptics,Malaysia,201909,9536.84,49530.303
30049030,Antiseptics,Malaysia,201910,8368.84,87859.974
30049030,Antiseptics,Malaysia,201911,10133.86,42987.809
30049030,Antiseptics,Malaysia,201912,1.15,110.375
30049030,Antiseptics,Malaysia,202001,363.47,2472.9
30049030,Antiseptics,Malaysia,202002,99,263.852
30049030,Antiseptics,Malaysia,202003,1419.08,16900.493
30049030,Antiseptics,Malaysia,202006,5400,22440
30049030,Antiseptics,MARSHALL ISLANDS,202007,156,1150
30049030,Antiseptics,Mauritius,202005,17.856,2555.25
30049030,Antiseptics,Myanmar ,201910,93.6,4413.526
30049030,Antiseptics,Myanmar ,201911,93.6,4469.846
30049030,Antiseptics,Papua Nugini,201905,306,3035.25
30049030,Antiseptics,Papua Nugini,202007,990,5440
30049030,Antiseptics,Philipina,201909,9450,49770.805
30049030,Antiseptics,Philipina,201911,56,602.46
30049030,Antiseptics,Philipina,202003,135,555
30049030,Antiseptics,Philipina,202006,108351.2,240204.1
30049030,Antiseptics,Qatar,201908,2364,18454.96
30049030,Antiseptics,Qatar,201909,36196,189142.78
30049030,Antiseptics,Qatar,201912,108145.9,640791.41
30049030,Antiseptics,Qatar,202001,9912,78691.2
30049030,Antiseptics,Selandia Baru,202001,18.24,235.8
30049030,Antiseptics,Singapura,201901,913.6,14945.294
30049030,Antiseptics,Singapura,201902,75573,143313.186
30049030,Antiseptics,Singapura,201903,35770,68143.015
30049030,Antiseptics,Singapura,201904,1059.84,4763.108
30049030,Antiseptics,Singapura,201905,30520,48481.02
30049030,Antiseptics,Singapura,201907,0.5,2
30049030,Antiseptics,Singapura,201909,18440.1,40984.42
30049030,Antiseptics,Singapura,201910,9355.85,23148.32
30049030,Antiseptics,Singapura,201911,4740,11334.92
30049030,Antiseptics,Singapura,201912,30.24,742.6
30049030,Antiseptics,Singapura,202001,3150,6721.05
30049030,Antiseptics,Singapura,202002,177734.07,563272.368
30049030,Antiseptics,Singapura,202003,27404.39,161365.73
30049030,Antiseptics,Singapura,202006,145127,266899.99
30049030,Antiseptics,Singapura,202007,5527.5,15222.12
30049030,Antiseptics,Thailand,201901,35508,70238.33
30049030,Antiseptics,Thailand,201902,63316.2,119966.99
30049030,Antiseptics,Thailand,201903,9672,18239.78
30049030,Antiseptics,Thailand,201905,20195,38911.003
30049030,Antiseptics,Thailand,201906,11538,22413.21
30049030,Antiseptics,Thailand,201908,19893,43620.7
30049030,Antiseptics,Thailand,201909,4995,11020.08
30049030,Antiseptics,Thailand,201910,5022,11079.65
30049030,Antiseptics,Thailand,201911,40793,79507.7
30049030,Antiseptics,Thailand,201912,4995,11020.08
30049030,Antiseptics,Thailand,202001,9918,20647.07
30049030,Antiseptics,Thailand,202002,73200,143215.59
30049030,Antiseptics,Thailand,202003,75483,162819.16
30049030,Antiseptics,Thailand,202006,75984,129443.9
30049030,Antiseptics,Thailand,202007,249508,498997.53
30049030,Antiseptics,Timor Timur,202002,24,217.596
30049030,Antiseptics,Timor Timur,202003,105,79.25
30049030,Antiseptics,Timor Timur,202007,216,108
30049041,"Anaesthetics,Containing procaine hydrochloride",Kazakhstan,201907,1.95,18
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Afghanistan,201903,12198,39463
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Afghanistan,202007,3235,10152
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Afrika Selatan,201903,36.76,2550
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Afrika Selatan,201905,383.6,50031.15
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Amerika Serikat,201905,0.4,191.979
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,201901,4339.45,153974.177
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,201902,3925.5,108027.015
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,201903,3082,92501.088
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,201904,321.5,22186.9
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,201905,2179.2,86361.956
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,201907,3247.7,109362.882
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,201908,271.25,26460
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,201909,700.91,56203.6
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,201910,710.72,56185.08
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,202002,515.51,22313.41
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,202004,556.4,23445.24
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,202006,490.08,20072.36
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Australia,202007,361.4,17955
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Brunei Darussalam,201901,1390,7378.14
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Brunei Darussalam,201906,1137.04,6521.48
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Brunei Darussalam,201907,22.5,125.95
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Brunei Darussalam,201909,480.88,3076.26
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Brunei Darussalam,201910,735,3601.58
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Brunei Darussalam,202002,1124.5,6320.57
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Brunei Darussalam,202005,266,1612
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Brunei Darussalam,202007,1330,8060
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Burkina Faso,201912,19669.65,58753.5
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Burkina Faso,202003,19483.88,53046
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Burkina Faso,202004,19483.88,53046
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Burkina Faso,202005,19021.08,47676
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Cina,201911,1.8,71
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Cina,202004,2.8,79.528
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Cina,202007,0.5,102.955
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Fiji,201901,57.6,1935
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Guinea,201912,19715.28,58788
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Guinea,202007,14138.54,27495
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201901,1488.9,27617.35
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201902,610.88,21844.7
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201903,6790.6,75688.88
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201904,142.14,5700.96
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201905,780,4647
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201906,731.83,12295.88
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201907,1619,8691.686
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201908,592.8,15853.5
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201909,142.29,5713.12
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201911,172,15720
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,201912,1982.49,11669.75
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,202001,149.55,5861.71
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,202002,1468,6481.6
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,202005,65.15,4336.5
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,202006,499.8,3022.5
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Hongkong,202007,1521.91,24177.38
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",India,202007,0.49,28.205
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Inggris,201904,3.9,255.72
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Inggris,202005,3,145.79
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Inggris,202007,1.4,55.86
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Italia,201908,365.352,614.481
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Jerman,202002,13.44,58640.87
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201901,560,9261
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201902,5164.29,68767.07
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201903,8007.32,158517.04
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201904,4553.38,60860.15
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201905,5162.37,62088.73
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201906,3697.67,53249.42
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201907,4833.76,136805.326
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201908,3945.02,116935.63
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201909,4312.63,88793.52
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201910,2231.27,50646.44
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201911,1233.11,66851
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,201912,3622.1,69762.11
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,202001,1012.45,19222.38
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,202002,6519.86,184687.44
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,202003,3503.744,99563.24
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,202004,5495.25,95460.54
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,202005,2830.45,97451.37
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,202006,2728.18,118696.01
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Kamboja,202007,1678.63,92929.39
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Macau,201905,30.417,1000
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Macau,201911,28.8,1440
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Maladewa,201907,624.78,19454
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Maladewa,201908,122,3504
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Maladewa,201911,831.11,11124
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,201901,987.5,20966.51
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,201902,92.64,35031.69
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,201903,169.05,23814.41
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,201904,949.4,17599.35
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,201905,196.46,74289.02
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,201906,819.2,8847.36
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,201907,377.4,27403.52
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,201908,497.3,106236.03
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,201909,150.73,51780.31
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,201912,395.81,121352.68
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,202002,258.83,7083.52
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,202003,1251.73,24988.76
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,202004,485.94,113769.65
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,202005,312.2,16931.82
30049049,"Anaesthetics,Other than Containing procaine hydrochloride",Malaysia,202006,491.31,14261.88
